wall_time,ros_time_sec,run_id,elapsed_sec,event_type,source,label,data
2026-06-19_17-12-37-861172,1781881957.861185,20260619_171237,0.000,run_start,logger,manual_mark_without_active_run,
2026-06-19_17-12-37-861683,1781881957.861704,20260619_171237,0.001,manual_mark,operator,object_detection_correct,
2026-06-19_17-12-44-181181,1781881964.181206,20260619_171237,6.320,dropzone_status,dropzone,status,drive_under_active via drive_straight_under. Waiting for drive_straight_under_done.
2026-06-19_17-12-44-181390,1781881964.181398,20260619_171237,6.320,physical_status,physical_alignment,status,drive_straight_under_started
2026-06-19_17-12-53-584693,1781881973.584717,20260619_171237,15.724,physical_status,physical_alignment,under_trolley,drive_straight_under_done
2026-06-19_17-12-53-587349,1781881973.587379,20260619_171237,15.726,dropzone_status,dropzone,under_trolley,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}"""
2026-06-19_17-12-58-303351,1781881978.303380,20260619_171237,20.442,dropzone_status,dropzone,status,fine_aligning via fine_align_under. Waiting for fine_align_under_done.
2026-06-19_17-12-58-304284,1781881978.304297,20260619_171237,20.443,physical_status,physical_alignment,status,front_rear_camera_switch_started
2026-06-19_17-12-59-892093,1781881979.892120,20260619_171237,22.031,physical_status,physical_alignment,status,fine_align_under_started
2026-06-19_17-13-09-337217,1781881989.337247,20260619_171237,31.476,manual_mark,operator,fine aling with_light,
2026-06-19_17-13-21-756764,1781882001.756790,20260619_171237,43.896,dropzone_status,dropzone,fine_align_complete,"fine_align_complete: fine_align_under_done | final ids=[3, 12] center_x=+0.1289 center_y=+0.0015 yaw=-12.79deg orientation=normal error_x=-0.0036 error_y=-0.0047 yaw_error=-1.79deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg. Remembered laundry_trolley; approve delivery with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'deliver_trolley'}"""
2026-06-19_17-13-21-757213,1781882001.757228,20260619_171237,43.896,physical_status,physical_alignment,fine_align_complete,"fine_align_under_done | final ids=[3, 12] center_x=+0.1289 center_y=+0.0015 yaw=-12.79deg orientation=normal error_x=-0.0036 error_y=-0.0047 yaw_error=-1.79deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg"
2026-06-19_17-13-44-316454,1781882024.316481,20260619_171237,66.455,manual_mark,operator,docking sucessfull,
2026-06-19_17-13-54-515132,1781882034.515156,20260619_171237,76.654,command,trolley_command,deliver_trolley,deliver_trolley
2026-06-19_17-13-54-516098,1781882034.516112,20260619_171237,76.655,dropzone_status,dropzone,dropoff_goal_sent,"dropoff_goal_sent: remembered laundry_trolley -> laundry_dropoff. When the robot arrives, approve trolley release with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_out'}"""
2026-06-19_17-14-10-517950,1781882050.517975,20260619_171237,92.657,dropzone_status,dropzone,status,drive_out_active for 7.0s. Publishing direct cmd_vel to release trolley.
2026-06-19_17-14-17-461672,1781882057.461696,20260619_171237,99.601,dropzone_status,dropzone,drive_out_done,drive_out_done. Released laundry_trolley; cleared trolley type. Next command: trolley_ready.
2026-06-19_17-14-17-461817,1781882057.461826,20260619_171237,99.601,run_end,logger,drive_out_done,
2026-06-19_17-14-42-878694,1781882082.878705,20260619_171442,0.000,run_start,logger,manual_mark_without_active_run,
2026-06-19_17-14-42-879178,1781882082.879192,20260619_171442,0.001,manual_mark,operator,rfull_sucess,
2026-06-19_17-16-33-109554,1781882193.109589,20260619_171442,110.231,manual_mark,operator,recalibrate_start,
2026-06-19_17-17-25-656901,1781882245.656927,20260619_171442,162.778,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_17-17-25-964389,1781882245.964412,20260619_171442,163.086,run_end,logger,auto_closed_before_command_trolley_ready,
2026-06-19_17-17-25-964920,1781882245.964926,20260619_171725,0.000,run_start,logger,command_trolley_ready,
2026-06-19_17-17-25-965209,1781882245.965217,20260619_171725,0.000,command,trolley_command,trolley_ready,trolley_ready
2026-06-19_17-17-43-974158,1781882263.974183,20260619_171725,18.009,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_17-17-43-988695,1781882263.988719,20260619_171725,18.024,physical_status,physical_alignment,status,side_align_left_started
2026-06-19_17-18-26-539533,1781882306.539558,20260619_171725,60.575,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3537 target_y=+0.2838 center_x=+0.3560 center_y=-0.0232 yaw=+179.51deg error_x=-0.0023 yaw_error=-0.49deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-19_17-18-26-541319,1781882306.541337,20260619_171725,60.576,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3537 target_y=+0.2838 center_x=+0.3560 center_y=-0.0232 yaw=+179.51deg error_x=-0.0023 yaw_error=-0.49deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-19_17-18-28-468625,1781882308.468647,20260619_171725,62.504,yolo_detection,yolo,laundry_trolley,"{""classes"": [""laundry_trolley""]}"
2026-06-19_17-18-34-151848,1781882314.151873,20260619_171725,68.187,dropzone_status,dropzone,trolley_type_checked,trolley_type_checked: laundry_trolley via live_yolov8_topic; remembered target=laundry_dropoff. Next command: drive_under.
2026-06-19_17-18-48-222990,1781882328.223016,20260619_171725,82.258,manual_mark,operator,object_detection_correct,
2026-06-19_17-18-54-269217,1781882334.269243,20260619_171725,88.304,dropzone_status,dropzone,status,drive_under_active via drive_straight_under. Waiting for drive_straight_under_done.
2026-06-19_17-18-54-567872,1781882334.567899,20260619_171725,88.603,physical_status,physical_alignment,status,drive_straight_under_started
2026-06-19_17-19-03-589799,1781882343.589824,20260619_171725,97.625,physical_status,physical_alignment,under_trolley,drive_straight_under_done
2026-06-19_17-19-03-590188,1781882343.590201,20260619_171725,97.625,dropzone_status,dropzone,under_trolley,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}"""
2026-06-19_17-19-12-372685,1781882352.372717,20260619_171725,106.408,manual_mark,operator,drive_under_unsucessfull_retry,
2026-06-19_17-19-44-713995,1781882384.714023,20260619_171725,138.749,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_17-20-19-612192,1781882419.612223,20260619_171725,173.647,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_17-20-19-613092,1781882419.613112,20260619_171725,173.648,physical_status,physical_alignment,status,side_align_left_started
2026-06-19_17-22-21-101571,1781882541.101595,20260619_171725,295.137,manual_mark,operator,recalibrate_start,
2026-06-19_17-23-26-109626,1781882606.109653,20260619_171725,360.145,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_17-25-42-862220,1781882742.862246,20260619_171725,496.897,manual_mark,operator,recalibrate_start,
2026-06-19_17-26-37-260738,1781882797.260763,20260619_171725,551.296,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_17-27-09-514998,1781882829.515024,20260619_171725,583.550,manual_mark,operator,aruko_node_died,
2026-06-19_17-27-47-404188,1781882867.404222,20260619_171725,621.439,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_17-28-06-579159,1781882886.579187,20260619_171725,640.614,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_17-28-20-053373,1781882900.053430,20260619_171725,654.089,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[24, 25, 26, 27] target_pair=[24, 25] target_x=+0.3607 target_y=+0.2919 center_x=+0.4642 center_y=-0.0164 yaw=+179.20deg error_x=+0.0047 yaw_error=-0.80deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-19_17-28-20-060892,1781882900.060929,20260619_171725,654.096,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[24, 25, 26, 27] target_pair=[24, 25] target_x=+0.3607 target_y=+0.2919 center_x=+0.4642 center_y=-0.0164 yaw=+179.20deg error_x=+0.0047 yaw_error=-0.80deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-19_17-28-25-999305,1781882905.999331,20260619_171725,660.034,dropzone_status,dropzone,trolley_type_checked,trolley_type_checked: laundry_trolley via live_yolov8_topic; remembered target=laundry_dropoff. Next command: drive_under.
2026-06-19_17-28-36-666818,1781882916.666854,20260619_171725,670.702,manual_mark,operator,object_detection_correct,
2026-06-19_17-28-41-261470,1781882921.261497,20260619_171725,675.297,dropzone_status,dropzone,status,drive_under_active via drive_straight_under. Waiting for drive_straight_under_done.
2026-06-19_17-28-41-262196,1781882921.262207,20260619_171725,675.297,physical_status,physical_alignment,status,drive_straight_under_started
2026-06-19_17-28-50-639834,1781882930.639859,20260619_171725,684.675,physical_status,physical_alignment,under_trolley,drive_straight_under_done
2026-06-19_17-28-50-645277,1781882930.645303,20260619_171725,684.680,dropzone_status,dropzone,under_trolley,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}"""
2026-06-19_17-28-56-560184,1781882936.560209,20260619_171725,690.595,dropzone_status,dropzone,status,fine_aligning via fine_align_under. Waiting for fine_align_under_done.
2026-06-19_17-28-56-568934,1781882936.568959,20260619_171725,690.604,physical_status,physical_alignment,status,front_rear_camera_switch_started
2026-06-19_17-28-58-143644,1781882938.143667,20260619_171725,692.179,physical_status,physical_alignment,status,fine_align_under_started
2026-06-19_17-29-05-742792,1781882945.742815,20260619_171725,699.778,manual_mark,operator,fine aling with_light,
2026-06-19_17-29-43-318857,1781882983.318883,20260619_171725,737.354,physical_status,physical_alignment,status,fine_align_under_timeout
2026-06-19_17-29-43-387759,1781882983.387786,20260619_171725,737.423,dropzone_status,dropzone,status,fine_alignment_stopped: fine_align_under_timeout
2026-06-19_17-30-03-196957,1781883003.196980,20260619_171725,757.232,manual_mark,operator,docking unsucessfull helped,
