timestamp,command,url,success,http_status,response_time_ms,response_bytes,press_finished,energy_saving_mode,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,status,wifi_mode,wifi_ssid,ip,wifi_connected,current_angle,fsr_threshold,last_fsr_raw,last_fsr_voltage,last_trigger_angle,last_press_reached_threshold,wifi_rssi_dbm,response,error
2026-06-21T19:01:36.451,press,http://192.168.8.226/press,True,200,8505.45,143,yes,yes,50,no,0,0,0.0000,,,,,,,,,,,,-46,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=0 | fsr_voltage=0.0000 | wifi_rssi_dbm=-46,
2026-06-21T19:02:37.689,press,http://192.168.8.226/press,True,200,8334.78,143,yes,yes,50,no,0,5,0.0040,,,,,,,,,,,,-49,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=5 | fsr_voltage=0.0040 | wifi_rssi_dbm=-49,
2026-06-21T19:04:03.300,press,http://192.168.8.226/press,True,200,8383.26,144,yes,yes,50,no,0,17,0.0137,,,,,,,,,,,,-48,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=17 | fsr_voltage=0.0137 | wifi_rssi_dbm=-48,
2026-06-21T19:04:45.289,press,http://192.168.8.226/press,True,200,8294.58,143,yes,yes,50,no,0,0,0.0000,,,,,,,,,,,,-52,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=0 | fsr_voltage=0.0000 | wifi_rssi_dbm=-52,
2026-06-21T19:04:57.363,press,http://192.168.8.226/press,True,200,8370.71,143,yes,yes,50,no,0,5,0.0040,,,,,,,,,,,,-50,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=5 | fsr_voltage=0.0040 | wifi_rssi_dbm=-50,
2026-06-21T19:05:21.119,press,http://192.168.8.226/press,True,200,8432.79,143,yes,yes,50,no,0,5,0.0040,,,,,,,,,,,,-51,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=no | trigger_angle=0 | fsr_raw=5 | fsr_voltage=0.0040 | wifi_rssi_dbm=-51,
