camera,sample_index,ros_time_sec,frame_id,marker_id,x,y,z,qx,qy,qz,qw
left,1,1780495094.8847375,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,1,1780495094.8847375,camera_left_optical_link,19,-0.15187979352479586,0.07411547086376603,0.2675004872001119,-0.003771542839572544,0.9958203170704898,0.09118994801902194,0.003473464340766296
left,1,1780495094.8847375,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,2,1780495094.983981,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,2,1780495094.983981,camera_left_optical_link,19,-0.15187979352479586,0.07411547086376603,0.2675004872001119,-0.003771542839572544,0.9958203170704898,0.09118994801902194,0.003473464340766296
left,2,1780495094.983981,camera_left_optical_link,17,0.1606142717443222,0.06969842839283076,0.27168669864826483,-0.010965396526737088,0.9936597122225047,0.09562111221538248,0.05810971763477838
left,3,1780495095.0846972,camera_left_optical_link,18,0.0063911463693627655,0.07315294590758814,0.2605684432565347,0.005660647133405059,0.9918312811709,0.12392690265019231,0.02967809907072955
left,3,1780495095.0846972,camera_left_optical_link,19,-0.15110185260623946,0.073643027048069,0.2661090459729031,-0.004461330943801978,0.9958127611405254,0.09130023562760806,-0.0011437876709113949
left,3,1780495095.0846972,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,4,1780495095.185194,camera_left_optical_link,18,0.006521572008483105,0.07341597672206415,0.26125400832769463,0.004198163323292613,0.9923140386546815,0.1171498781203873,0.03963748440459854
left,4,1780495095.185194,camera_left_optical_link,19,-0.15112822944632817,0.07383448038207774,0.2661555584061278,-0.004445726867905736,0.9958298940771125,0.09111435143601675,-0.0011101969990839457
left,4,1780495095.185194,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,5,1780495095.284429,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,5,1780495095.284429,camera_left_optical_link,19,-0.15035781928623823,0.07336576355852632,0.2647778606576986,-0.005143254533832716,0.9957994161013314,0.09124354583219646,-0.005628958075490203
left,5,1780495095.284429,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,6,1780495095.3813539,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,6,1780495095.3813539,camera_left_optical_link,19,-0.15110185260623946,0.073643027048069,0.2661090459729031,-0.004461330943801978,0.9958127611405254,0.09130023562760806,-0.0011437876709113949
left,6,1780495095.3813539,camera_left_optical_link,17,0.16126277766511132,0.06992831826750898,0.2726213782231092,-0.011083548772589043,0.9939363230297112,0.0919476139830615,0.05927374622550109
left,7,1780495095.4815993,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,7,1780495095.4815993,camera_left_optical_link,19,-0.15110185260623946,0.073643027048069,0.2661090459729031,-0.004461330943801978,0.9958127611405254,0.09130023562760806,-0.0011437876709113949
left,7,1780495095.4815993,camera_left_optical_link,17,0.160706284123074,0.06966203584934781,0.2715368559115016,-0.015692682980377605,0.9935721435134978,0.09607148926384486,0.057778925963519835
left,8,1780495095.5838983,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,8,1780495095.5838983,camera_left_optical_link,19,-0.15187979352479586,0.07411547086376603,0.2675004872001119,-0.003771542839572544,0.9958203170704898,0.09118994801902194,0.003473464340766296
left,8,1780495095.5838983,camera_left_optical_link,17,0.15986283427040854,0.06920403957112196,0.2700964234723168,-0.014655103759615951,0.9933339247766833,0.09643366954101001,0.06142873269408057
left,9,1780495095.6839426,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,9,1780495095.6839426,camera_left_optical_link,19,-0.15187979352479586,0.07411547086376603,0.2675004872001119,-0.003771542839572544,0.9958203170704898,0.09118994801902194,0.003473464340766296
left,9,1780495095.6839426,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,10,1780495095.78466,camera_left_optical_link,18,0.006399092141053294,0.0731474757237343,0.26026502666504225,0.005988310978259596,0.9920935986204735,0.1202925357895022,0.035272333935222014
left,10,1780495095.78466,camera_left_optical_link,19,-0.15187979352479586,0.07411547086376603,0.2675004872001119,-0.003771542839572544,0.9958203170704898,0.09118994801902194,0.003473464340766296
left,10,1780495095.78466,camera_left_optical_link,17,0.16034293960636486,0.0694394249014801,0.27105480123986014,-0.014820305104062155,0.9936213626409662,0.09267822826673622,0.06251153705893712
left,11,1780495095.8847055,camera_left_optical_link,18,0.0063911463693627655,0.07315294590758814,0.2605684432565347,0.005660647133405059,0.9918312811709,0.12392690265019231,0.02967809907072955
left,11,1780495095.8847055,camera_left_optical_link,19,-0.15110185260623946,0.073643027048069,0.2661090459729031,-0.004461330943801978,0.9958127611405254,0.09130023562760806,-0.0011437876709113949
left,11,1780495095.8847055,camera_left_optical_link,17,0.160706284123074,0.06966203584934781,0.2715368559115016,-0.015692682980377605,0.9935721435134978,0.09607148926384486,0.057778925963519835
left,12,1780495095.9839795,camera_left_optical_link,18,0.006519406608083044,0.0734820493329023,0.26121620201683254,0.007822389543826946,0.9929336914794075,0.1119860312835307,0.03847886880179248
