wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-17_21-18-32-995057,20260617_211740,auto_closed_before_command_trolley_ready,52.032,,,,,,,,,trolley_ready,0,1,0,0,,idle. Send trolley_ready to drive to the trolley approach pose.,,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-29-49-994264,20260617_211832,manual_end,676.998,0.004,24.080,,524.047,,574.145,,,trolley_ready|side_align|check_trolley_type|side_align|check_trolley_type|check_trolley_type|side_align|side_align|side_align|check_trolley_type|drive_under|fine_align|deliver_trolley,2,19,15,0,laundry_trolley,"cannot_deliver_trolley_type_unknown. Send check_trolley_type, laundry_trolley, or trash_trolley first.","fine_align_under_done | final ids=[3, 12] center_x=+0.1335 center_y=-0.0030 yaw=+162.85deg orientation=flipped_180 error_x=-0.0035 error_y=-0.0068 yaw_error=-2.15deg target_x=+0.1370 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-32-58-987750,20260617_213246,auto_closed_before_command_trolley_ready,12.030,,,,,,,,,,0,0,0,0,,,,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-34-18-519589,20260617_213258,manual_end,79.530,0.004,,,,,,,,trolley_ready|side_align|check_trolley_type,1,3,1,0,,"ignored check_trolley_type; current phase=side_aligning. Send status to see the next expected command, or stop to cancel.",side_align_left_started,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-38-27-850910,20260617_213451,manual_end,216.489,0.003,19.815,,139.221,139.216,162.226,,,trolley_ready|side_align|check_trolley_type|drive_under|fine_align,1,8,8,0,laundry_trolley,"fine_align_complete: fine_align_under_done | final ids=[3, 12] center_x=+0.1403 center_y=-0.0011 yaw=+163.90deg orientation=flipped_180 error_x=+0.0033 error_y=-0.0049 yaw_error=-1.10deg target_x=+0.1370 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg. Trolley type unknown; send check_trolley_type or manually send laundry_trolley/trash_trolley before deliver_trolley.","fine_align_under_done | final ids=[3, 12] center_x=+0.1403 center_y=-0.0011 yaw=+163.90deg orientation=flipped_180 error_x=+0.0033 error_y=-0.0049 yaw_error=-1.10deg target_x=+0.1370 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-48-31-899070,20260617_213920,auto_closed_before_command_trolley_ready,550.913,0.012,61.696,486.047,,,,,,trolley_ready|side_align|check_trolley_type|check_trolley_type|check_trolley_type|check_trolley_type|side_align,0,6,2,1,trash_trolley,"ignored side_align; current phase=trolley_type_checked. Send status to see the next expected command, or stop to cancel.","side_align_left_done | final camera=left ids=[18, 19, 20, 21] target_pair=[18, 19] target_x=+0.3537 target_y=+0.2972 center_x=+0.4670 center_y=+0.6001 yaw=+178.57deg error_x=-0.0023 yaw_error=-1.43deg tolerance_x=0.0060 tolerance_yaw=2.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
2026-06-17_21-51-05-110845,20260617_214831,logger_shutdown,153.210,0.002,23.479,,,,,,,trolley_ready|side_align|check_trolley_type,0,4,2,0,,trolley_type_unknown_live_yolo. No current non-empty /Yolov8_Inference detection in the last 90.0s; not using image-file fallback. YOLO is still enabled; wait a moment and send check_trolley_type again.,"side_align_left_done | final camera=left ids=[17, 18, 19, 20] target_pair=[18, 19] target_x=+0.3594 target_y=+0.2710 center_x=+0.3703 center_y=+0.5769 yaw=-179.96deg error_x=+0.0034 yaw_error=+0.04deg tolerance_x=0.0060 tolerance_yaw=2.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_211719.csv
