wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-19_21-54-17-776468,20260619_214929,drive_out_done,288.476,139.392,165.681,175.014,11.490,,229.196,254.132,288.476,side_align,5,13,9,1,trash_trolley,drive_out_done. Released trash_trolley; cleared trolley type. Next command: trolley_ready.,"fine_align_under_done | final ids=[3, 12] center_x=+0.1300 center_y=-0.0029 yaw=+167.00deg orientation=flipped_180 error_x=-0.0040 error_y=-0.0067 yaw_error=+2.00deg target_x=+0.1340 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_214725.csv
2026-06-19_21-56-56-536412,20260619_215644,auto_closed_before_command_trolley_ready,12.030,12.030,,,,,,,,,1,1,0,0,,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""",,/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_214725.csv
2026-06-19_22-16-36-032351,20260619_215656,logger_shutdown,1179.495,539.585,26.552,36.411,65.105,,,,,trolley_ready|side_align|fine_align|fine_align,7,16,14,2,empty_trolley,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""","side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3547 target_y=+0.2638 side_target_offset_x=+0.3560 center_x=+0.3735 center_y=-0.0429 yaw=-178.86deg error_x=-0.0013 yaw_error=+1.14deg tolerance_x=0.0060 tolerance_yaw=2.00deg",/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_214725.csv
