wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-19_17-09-09-947185,20260619_170419,logger_shutdown,290.919,0.001,186.330,213.344,244.206,,,,,trolley_ready,1,7,6,1,laundry_trolley,fine_aligning via fine_align_under. Waiting for fine_align_under_done.,"fine_debug reason=waiting_for_front_rear_pair | estimate=none | target=(+0.1378,+0.0038) seq_stage=yaw active_pair=[] had_front_rear=False | cmd=none | visible=[] total=0/2 front=0/1 rear=0/1 | camera_msgs[front=no_msg; rear:stale:22.6s ids=[10] under=[10] side=[] frame=camera_rear_optical_link; left=no_msg; right=no_msg]",/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_170247.csv
