wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-19_17-14-17-461860,20260619_171237,drive_out_done,99.601,,,,15.724,,43.896,76.655,99.601,deliver_trolley,3,7,5,0,laundry_trolley,drive_out_done. Released laundry_trolley; cleared trolley type. Next command: trolley_ready.,"fine_align_under_done | final ids=[3, 12] center_x=+0.1289 center_y=+0.0015 yaw=-12.79deg orientation=normal error_x=-0.0036 error_y=-0.0047 yaw_error=-1.79deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_171135.csv
2026-06-19_17-17-25-964510,20260619_171442,auto_closed_before_command_trolley_ready,163.086,162.778,,,,,,,,,2,1,0,0,,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""",,/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_171135.csv
2026-06-19_17-34-15-258094,20260619_171725,drive_out_done,1009.293,138.749,60.575,68.187,97.625,,810.482,923.719,1009.293,trolley_ready|fine_align,12,22,14,1,laundry_trolley,drive_out_done. Released laundry_trolley; cleared trolley type. Next command: trolley_ready.,"fine_align_under_done | final ids=[3, 12] center_x=+0.1305 center_y=+0.0103 yaw=-13.62deg orientation=normal error_x=-0.0020 error_y=+0.0041 yaw_error=-2.62deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_171135.csv
2026-06-19_17-42-56-373239,20260619_173704,logger_shutdown,351.395,50.358,77.094,81.850,109.419,,132.151,238.348,,stop,3,12,11,1,trash_trolley,stopped. Alignment controller was commanded to stop.,stopped,/home/group4/gr4_ws/mission_run_logs/mission_run_events_20260619_171135.csv
