wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-18_10-44-29-425421,20260618_104328,auto_closed_before_command_trolley_ready,60.730,0.008,,,,,,,,trolley_ready,0,1,0,0,,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""",,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260618_104150.csv
2026-06-18_10-48-38-289780,20260618_104429,auto_closed_before_command_trolley_ready,248.863,0.004,40.708,,107.510,,,,,trolley_ready|side_align|check_trolley_type|drive_under,0,6,4,0,,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}""",drive_straight_under_done,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260618_104150.csv
2026-06-18_11-09-57-630003,20260618_104838,manual_end,1279.339,0.013,95.845,111.333,131.245,,222.245,247.553,,trolley_ready|side_align|side_align|check_trolley_type|drive_under|fine_align|fine_align|deliver_trolley,1,13,12,1,laundry_trolley,"dropoff_goal_sent: remembered laundry_trolley -> laundry_dropoff. When the robot arrives, approve trolley release with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_out'}""","fine_align_under_done | final ids=[3, 12] center_x=+0.1407 center_y=+0.0068 yaw=+164.84deg orientation=flipped_180 error_x=+0.0037 error_y=+0.0030 yaw_error=-0.16deg target_x=+0.1370 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260618_104150.csv
2026-06-18_11-22-09-626167,20260618_111113,auto_closed_before_command_trolley_ready,656.223,0.006,131.839,142.384,231.533,,,,,trolley_ready|side_align|check_trolley_type|side_align|check_trolley_type|drive_under|fine_align|fine_align|check_trolley_type,0,13,10,1,trash_trolley,trolley_type_unknown_live_yolo. No current non-empty /Yolov8_Inference detection in the last 90.0s; not using image-file fallback. YOLO is still enabled; wait a moment and send check_trolley_type again.,fine_align_under_timeout,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260618_104150.csv
