timestamp,distance_m,attempt,url,success,attempt_started_at,attempt_completed_at,attempt_total_ms,tcp_connect_success,tcp_connect_ms,tcp_error,request_started_at,headers_received_at,response_completed_at,time_to_headers_ms,body_download_ms,http_total_ms,measurement_total_ms,http_status,response_bytes,press_finished,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,esp32_rssi_dbm,robot_wifi_signal_before_dbm,robot_wifi_signal_after_dbm,robot_wifi_interface,robot_wifi_ssid,response,error
2026-06-21T15:16:22.812,1,1,http://192.168.8.226/press,True,2026-06-21T15:16:14.254,2026-06-21T15:16:22.811,8557.57,True,203.64,,2026-06-21T15:16:14.466,2026-06-21T15:16:22.803,2026-06-21T15:16:22.804,8337.56,0.36,8337.94,8541.73,200,144,yes,100,no,0,0,0.0000,-68,-67,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-68,
2026-06-21T15:16:43.919,2,1,http://192.168.8.226/press,True,2026-06-21T15:16:35.483,2026-06-21T15:16:43.919,8436.12,True,149.81,,2026-06-21T15:16:35.641,2026-06-21T15:16:43.896,2026-06-21T15:16:43.911,8255.17,14.94,8270.16,8420.13,200,144,yes,100,no,0,1,0.0008,-72,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=1 fsr_voltage=0.0008 wifi_rssi_dbm=-72,
2026-06-21T15:17:02.223,3,1,http://192.168.8.226/press,True,2026-06-21T15:16:53.705,2026-06-21T15:17:02.223,8517.87,True,159.53,,2026-06-21T15:16:53.873,2026-06-21T15:17:02.214,2026-06-21T15:17:02.215,8340.95,0.31,8341.28,8501.04,200,144,yes,100,no,0,0,0.0000,-75,-67,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-75,
2026-06-21T15:17:20.525,4,1,http://192.168.8.226/press,True,2026-06-21T15:17:12.063,2026-06-21T15:17:20.525,8461.90,True,33.42,,2026-06-21T15:17:12.105,2026-06-21T15:17:20.513,2026-06-21T15:17:20.516,8408.07,3.08,8411.17,8444.79,200,144,yes,100,no,0,0,0.0000,-73,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-73,
2026-06-21T15:17:40.458,5,1,http://192.168.8.226/press,True,2026-06-21T15:17:31.953,2026-06-21T15:17:40.458,8505.02,True,205.25,,2026-06-21T15:17:32.166,2026-06-21T15:17:40.423,2026-06-21T15:17:40.448,8256.98,24.99,8282.02,8487.49,200,144,yes,100,no,0,0,0.0000,-70,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-70,
2026-06-21T15:18:01.759,6,1,http://192.168.8.226/press,True,2026-06-21T15:17:50.024,2026-06-21T15:18:01.759,11735.05,True,418.67,,2026-06-21T15:17:50.451,2026-06-21T15:18:01.749,2026-06-21T15:18:01.749,11298.06,0.29,11298.37,11717.22,200,144,yes,100,no,0,0,0.0000,-80,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-80,
2026-06-21T15:18:19.961,7,1,http://192.168.8.226/press,True,2026-06-21T15:18:11.327,2026-06-21T15:18:19.961,8634.31,True,179.59,,2026-06-21T15:18:11.515,2026-06-21T15:18:19.945,2026-06-21T15:18:19.954,8429.76,9.07,8438.87,8618.65,200,144,yes,100,no,0,0,0.0000,-80,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-80,
2026-06-21T15:18:46.077,8,1,http://192.168.8.226/press,False,2026-06-21T15:18:30.882,2026-06-21T15:18:46.077,15194.73,True,66.09,,2026-06-21T15:18:30.956,,2026-06-21T15:18:46.069,,,15113.09,15179.33,,,no,,,,,,,-68,-68,wlP1p1s0,student-FoU,,"HTTPConnectionPool(host='192.168.8.226', port=80): Read timed out. (read timeout=15.0)"
