wall_time,ros_time_sec,run_id,elapsed_sec,event_type,source,label,data
2026-06-19_15-25-31-554345,1781875531.554371,20260619_152531,0.000,run_start,logger,command_trolley_ready,
2026-06-19_15-25-31-555782,1781875531.555816,20260619_152531,0.002,command,trolley_command,trolley_ready,trolley_ready
2026-06-19_15-25-31-565286,1781875531.565361,20260619_152531,0.011,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_15-25-49-909043,1781875549.909113,20260619_152531,18.355,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_15-25-49-911470,1781875549.911541,20260619_152531,18.357,physical_status,physical_alignment,status,side_align_left_started
2026-06-19_15-25-49-916410,1781875549.916485,20260619_152531,18.362,command,trolley_command,side_align,side_align
2026-06-19_15-26-11-981204,1781875571.981280,20260619_152531,40.427,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-19_15-26-11-982491,1781875571.982534,20260619_152531,40.428,dropzone_status,dropzone,status,"ignored check_trolley_type; current phase=side_aligning. Send status to see the next expected command, or stop to cancel."
2026-06-19_15-26-34-965046,1781875594.965183,20260619_152531,63.412,physical_status,physical_alignment,status,side_align_left_timeout
2026-06-19_15-26-34-969455,1781875594.969621,20260619_152531,63.416,dropzone_status,dropzone,status,side_alignment_stopped: side_align_left_timeout
2026-06-19_15-26-53-627756,1781875613.627845,20260619_152531,82.074,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_15-26-53-633453,1781875613.633524,20260619_152531,82.079,physical_status,physical_alignment,status,side_align_left_started
2026-06-19_15-26-53-725224,1781875613.725308,20260619_152531,82.171,command,trolley_command,side_align,side_align
2026-06-19_15-26-56-164072,1781875616.164161,20260619_152531,84.610,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3552 target_y=+0.2685 center_x=+0.3628 center_y=-0.0384 yaw=+179.88deg error_x=-0.0008 yaw_error=-0.12deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-19_15-26-56-171920,1781875616.172012,20260619_152531,84.618,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3552 target_y=+0.2685 center_x=+0.3628 center_y=-0.0384 yaw=+179.88deg error_x=-0.0008 yaw_error=-0.12deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-19_15-26-58-404531,1781875618.404608,20260619_152531,86.850,yolo_detection,yolo,trash_trolley,"{""classes"": [""trash_trolley""]}"
2026-06-19_15-27-06-241284,1781875626.241374,20260619_152531,94.687,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-19_15-27-06-243744,1781875626.243814,20260619_152531,94.690,dropzone_status,dropzone,trolley_type_checked,trolley_type_checked: trash_trolley via live_yolov8_topic; remembered target=trash_dropoff. Next command: drive_under.
2026-06-19_15-27-21-280051,1781875641.280134,20260619_152531,109.726,manual_mark,operator,object_detection_correct,
2026-06-19_15-27-29-165384,1781875649.165469,20260619_152531,117.611,command,trolley_command,drive_under,drive_under
2026-06-19_15-27-29-167969,1781875649.168044,20260619_152531,117.614,dropzone_status,dropzone,status,drive_under_active via drive_straight_under. Waiting for drive_straight_under_done.
2026-06-19_15-27-29-182028,1781875649.182103,20260619_152531,117.628,physical_status,physical_alignment,status,drive_straight_under_started
2026-06-19_15-27-38-666240,1781875658.666319,20260619_152531,127.112,physical_status,physical_alignment,under_trolley,drive_straight_under_done
2026-06-19_15-27-38-668008,1781875658.668051,20260619_152531,127.114,dropzone_status,dropzone,under_trolley,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}"""
2026-06-19_15-27-41-924994,1781875661.925071,20260619_152531,130.371,command,trolley_command,fine_align,fine_align
2026-06-19_15-27-41-937672,1781875661.937743,20260619_152531,130.384,dropzone_status,dropzone,status,fine_aligning via fine_align_under. Waiting for fine_align_under_done.
2026-06-19_15-27-41-938422,1781875661.938457,20260619_152531,130.384,physical_status,physical_alignment,status,front_rear_camera_switch_started
2026-06-19_15-27-43-465436,1781875663.465511,20260619_152531,131.911,physical_status,physical_alignment,status,fine_align_under_started
2026-06-19_15-27-46-763111,1781875666.763188,20260619_152531,135.209,physical_status,physical_alignment,fine_align_complete,"fine_align_under_done | final ids=[3, 12] center_x=+0.1297 center_y=+0.0021 yaw=-13.74deg orientation=normal error_x=-0.0028 error_y=-0.0041 yaw_error=-2.74deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg"
2026-06-19_15-27-46-768650,1781875666.768721,20260619_152531,135.215,dropzone_status,dropzone,fine_align_complete,"fine_align_complete: fine_align_under_done | final ids=[3, 12] center_x=+0.1297 center_y=+0.0021 yaw=-13.74deg orientation=normal error_x=-0.0028 error_y=-0.0041 yaw_error=-2.74deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg. Remembered trash_trolley; approve delivery with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'deliver_trolley'}"""
2026-06-19_15-28-24-580971,1781875704.581054,20260619_152531,173.027,manual_mark,operator,docking sucessfull,
2026-06-19_15-28-32-718914,1781875712.719087,20260619_152531,181.165,command,trolley_command,deliver_trolley,deliver_trolley
2026-06-19_15-28-32-724956,1781875712.725074,20260619_152531,181.171,dropzone_status,dropzone,dropoff_goal_sent,"dropoff_goal_sent: remembered trash_trolley -> trash_dropoff. When the robot arrives, approve trolley release with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_out'}"""
2026-06-19_15-28-51-619141,1781875731.619226,20260619_152531,200.065,command,trolley_command,drive_out,drive_out
2026-06-19_15-28-51-620536,1781875731.620586,20260619_152531,200.066,dropzone_status,dropzone,status,drive_out_active for 7.0s. Publishing direct cmd_vel to release trolley.
2026-06-19_15-28-58-621598,1781875738.621680,20260619_152531,207.067,dropzone_status,dropzone,drive_out_done,drive_out_done. Released trash_trolley; cleared trolley type. Next command: trolley_ready.
2026-06-19_15-28-58-622145,1781875738.622182,20260619_152531,207.068,run_end,logger,drive_out_done,
2026-06-19_15-31-15-283634,1781875875.283659,20260619_153115,0.000,run_start,logger,command_trolley_ready,
2026-06-19_15-31-15-285101,1781875875.285141,20260619_153115,0.002,command,trolley_command,trolley_ready,trolley_ready
2026-06-19_15-31-15-287996,1781875875.288052,20260619_153115,0.005,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-19_15-31-33-566894,1781875893.566977,20260619_153115,18.283,command,trolley_command,side_align,side_align
2026-06-19_15-31-33-568953,1781875893.568995,20260619_153115,18.285,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-19_15-31-33-570984,1781875893.571028,20260619_153115,18.288,physical_status,physical_alignment,status,side_align_left_started
2026-06-19_15-31-52-065043,1781875912.065148,20260619_153115,36.782,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3544 target_y=+0.2771 center_x=+0.3632 center_y=-0.0300 yaw=-179.93deg error_x=-0.0016 yaw_error=+0.07deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-19_15-31-52-072368,1781875912.072442,20260619_153115,36.789,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[23, 24, 25, 26] target_pair=[24, 25] target_x=+0.3544 target_y=+0.2771 center_x=+0.3632 center_y=-0.0300 yaw=-179.93deg error_x=-0.0016 yaw_error=+0.07deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-19_15-31-53-999959,1781875914.000044,20260619_153115,38.717,yolo_detection,yolo,trash_trolley,"{""classes"": [""trash_trolley""]}"
2026-06-19_15-32-02-017929,1781875922.018012,20260619_153115,46.735,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-19_15-32-02-019283,1781875922.019334,20260619_153115,46.736,dropzone_status,dropzone,trolley_type_checked,trolley_type_checked: trash_trolley via live_yolov8_topic; remembered target=trash_dropoff. Next command: drive_under.
2026-06-19_15-32-17-273541,1781875937.273620,20260619_153115,61.990,manual_mark,operator,object_detection_correct,
2026-06-19_15-32-22-732076,1781875942.732156,20260619_153115,67.449,command,trolley_command,drive_under,drive_under
2026-06-19_15-32-22-736545,1781875942.736609,20260619_153115,67.453,dropzone_status,dropzone,status,drive_under_active via drive_straight_under. Waiting for drive_straight_under_done.
2026-06-19_15-32-22-744469,1781875942.744545,20260619_153115,67.461,physical_status,physical_alignment,status,drive_straight_under_started
2026-06-19_15-32-32-164395,1781875952.164473,20260619_153115,76.881,physical_status,physical_alignment,under_trolley,drive_straight_under_done
2026-06-19_15-32-32-167098,1781875952.167161,20260619_153115,76.884,dropzone_status,dropzone,under_trolley,"under_trolley. Inspect position, then approve final ArUco alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'fine_align'}"""
2026-06-19_15-32-38-134815,1781875958.134900,20260619_153115,82.851,command,trolley_command,fine_align,fine_align
2026-06-19_15-32-38-327648,1781875958.327732,20260619_153115,83.044,dropzone_status,dropzone,status,fine_aligning via fine_align_under. Waiting for fine_align_under_done.
2026-06-19_15-32-38-331077,1781875958.331167,20260619_153115,83.048,physical_status,physical_alignment,status,front_rear_camera_switch_started
2026-06-19_15-32-39-865809,1781875959.865890,20260619_153115,84.582,physical_status,physical_alignment,status,fine_align_under_started
2026-06-19_15-33-24-962519,1781876004.962609,20260619_153115,129.679,physical_status,physical_alignment,status,fine_align_under_timeout
2026-06-19_15-33-24-966162,1781876004.966227,20260619_153115,129.683,dropzone_status,dropzone,status,fine_alignment_stopped: fine_align_under_timeout
2026-06-19_15-33-40-863621,1781876020.863702,20260619_153115,145.580,manual_mark,operator,docking unsucessfull_retry_with_light,
2026-06-19_15-34-03-530846,1781876043.530928,20260619_153115,168.247,command,trolley_command,fine_align,fine_align
2026-06-19_15-34-03-534467,1781876043.534528,20260619_153115,168.251,dropzone_status,dropzone,status,fine_aligning via fine_align_under. Waiting for fine_align_under_done.
2026-06-19_15-34-03-543283,1781876043.543365,20260619_153115,168.260,physical_status,physical_alignment,status,front_rear_camera_switch_started
2026-06-19_15-34-05-064420,1781876045.064502,20260619_153115,169.781,physical_status,physical_alignment,status,fine_align_under_started
2026-06-19_15-34-32-464599,1781876072.464681,20260619_153115,197.181,physical_status,physical_alignment,fine_align_complete,"fine_align_under_done | final ids=[3, 12] center_x=+0.1358 center_y=+0.0121 yaw=-11.24deg orientation=normal error_x=+0.0033 error_y=+0.0059 yaw_error=-0.24deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg"
2026-06-19_15-34-32-468215,1781876072.468284,20260619_153115,197.185,dropzone_status,dropzone,fine_align_complete,"fine_align_complete: fine_align_under_done | final ids=[3, 12] center_x=+0.1358 center_y=+0.0121 yaw=-11.24deg orientation=normal error_x=+0.0033 error_y=+0.0059 yaw_error=-0.24deg target_x=+0.1325 target_y=+0.0062 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg. Remembered trash_trolley; approve delivery with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'deliver_trolley'}"""
2026-06-19_15-35-02-605803,1781876102.605889,20260619_153115,227.322,manual_mark,operator,docking sucessfull,
2026-06-19_15-35-14-349021,1781876114.349105,20260619_153115,239.066,command,trolley_command,deliver_trolley,deliver_trolley
2026-06-19_15-35-14-357320,1781876114.357401,20260619_153115,239.074,dropzone_status,dropzone,dropoff_goal_sent,"dropoff_goal_sent: remembered trash_trolley -> trash_dropoff. When the robot arrives, approve trolley release with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_out'}"""
2026-06-19_15-35-34-503784,1781876134.503864,20260619_153115,259.220,command,trolley_command,drive_out,drive_out
2026-06-19_15-35-34-511929,1781876134.512015,20260619_153115,259.229,dropzone_status,dropzone,status,drive_out_active for 7.0s. Publishing direct cmd_vel to release trolley.
