timestamp,distance_m,attempt,url,success,attempt_started_at,attempt_completed_at,attempt_total_ms,tcp_connect_success,tcp_connect_ms,tcp_error,request_started_at,headers_received_at,response_completed_at,time_to_headers_ms,body_download_ms,http_total_ms,measurement_total_ms,http_status,response_bytes,press_finished,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,esp32_rssi_dbm,robot_wifi_signal_before_dbm,robot_wifi_signal_after_dbm,robot_wifi_interface,robot_wifi_ssid,response,error
2026-06-21T15:11:46.335,1,1,http://192.168.8.226/press,True,2026-06-21T15:11:37.892,2026-06-21T15:11:46.335,8442.63,True,167.63,,2026-06-21T15:11:38.069,2026-06-21T15:11:46.327,2026-06-21T15:11:46.327,8258.04,0.33,8258.39,8426.20,200,144,yes,100,no,0,0,0.0000,-69,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-69,
2026-06-21T15:12:06.011,2,1,http://192.168.8.226/press,True,2026-06-21T15:11:57.695,2026-06-21T15:12:06.011,8315.28,True,39.39,,2026-06-21T15:11:57.743,2026-06-21T15:12:06.001,2026-06-21T15:12:06.001,8257.64,0.28,8257.94,8297.50,200,144,yes,100,no,0,0,0.0000,-71,-68,-68,wlP1p1s0,student-FoU,Press command finished energy_saving_mode=yes threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=0 fsr_voltage=0.0000 wifi_rssi_dbm=-71,
2026-06-21T15:12:44.894,3,1,http://192.168.8.226/press,False,2026-06-21T15:12:14.854,2026-06-21T15:12:44.894,30040.37,False,15007.15,timed out,2026-06-21T15:12:29.869,,2026-06-21T15:12:44.885,,,15016.58,30023.85,,,no,,,,,,,-68,-68,wlP1p1s0,student-FoU,,"HTTPConnectionPool(host='192.168.8.226', port=80): Max retries exceeded with url: /press (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xffff9d2352a0>, 'Connection to 192.168.8.226 timed out. (connect timeout=15.0)'))"
