camera,sample_index,ros_time_sec,frame_id,marker_id,x,y,z,qx,qy,qz,qw
left,22,1780494978.0849545,camera_left_optical_link,25,-0.11623710264878884,0.06580587622605615,0.27378987136045735,-0.014085208282635594,0.995844490340022,0.0899395030711251,-0.0024987505629307676
left,22,1780494978.0849545,camera_left_optical_link,23,0.19496328881461286,0.06509428993858023,0.2824066307273721,0.011590973318960583,0.9948660665203631,0.08629207767849559,0.05158329529748929
left,23,1780494978.1851525,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,23,1780494978.1851525,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,23,1780494978.1851525,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,24,1780494978.285986,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,24,1780494978.285986,camera_left_optical_link,25,-0.11623710264878884,0.06580587622605615,0.27378987136045735,-0.014085208282635594,0.995844490340022,0.0899395030711251,-0.0024987505629307676
left,24,1780494978.285986,camera_left_optical_link,23,0.19489666832307564,0.06504047415200702,0.28216307155229126,0.010333006098676916,0.9945864049143851,0.0874523699637423,0.05516516230528377
left,25,1780494978.3859298,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,25,1780494978.3859298,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,25,1780494978.3859298,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,26,1780494978.4849808,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,26,1780494978.4849808,camera_left_optical_link,25,-0.11615306798301377,0.06588078004237678,0.27377338969223475,-0.00970553274527493,0.9963699869785161,0.08419809099462112,-0.007958213079803829
left,26,1780494978.4849808,camera_left_optical_link,23,0.19603874186297576,0.06551697277505741,0.28382857942998113,0.009137045159158762,0.9948422937532856,0.08681771878701534,0.05165277020721897
left,27,1780494978.585912,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,27,1780494978.585912,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,27,1780494978.585912,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,28,1780494978.6850026,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,28,1780494978.6850026,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,28,1780494978.6850026,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,29,1780494978.7850213,camera_left_optical_link,24,0.03801873639673319,0.06328889070459016,0.2650298709953643,-0.0031426869745328073,0.99498653137531,0.09863696558463707,0.016207249012853246
left,29,1780494978.7850213,camera_left_optical_link,25,-0.11623710264878884,0.06580587622605615,0.27378987136045735,-0.014085208282635594,0.995844490340022,0.0899395030711251,-0.0024987505629307676
left,29,1780494978.7850213,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,30,1780494978.8849444,camera_left_optical_link,24,0.03808551778622662,0.06334689966122677,0.2656213903890343,-0.003356447704649618,0.994762272938538,0.10170644916498575,0.009620436331570975
left,30,1780494978.8849444,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,30,1780494978.8849444,camera_left_optical_link,23,0.19489666832307564,0.06504047415200702,0.28216307155229126,0.010333006098676916,0.9945864049143851,0.0874523699637423,0.05516516230528377
left,31,1780494978.9858418,camera_left_optical_link,24,0.03801873639673319,0.06328889070459016,0.2650298709953643,-0.0031426869745328073,0.99498653137531,0.09863696558463707,0.016207249012853246
left,31,1780494978.9858418,camera_left_optical_link,25,-0.11623710264878884,0.06580587622605615,0.27378987136045735,-0.014085208282635594,0.995844490340022,0.0899395030711251,-0.0024987505629307676
left,31,1780494978.9858418,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,32,1780494979.084913,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,32,1780494979.084913,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,32,1780494979.084913,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,33,1780494979.1858165,camera_left_optical_link,24,0.03783974875350239,0.06328609138745604,0.2650184394404348,-0.003227867734443819,0.9949831579005138,0.09860993841826354,0.0165582731393289
left,33,1780494979.1858165,camera_left_optical_link,25,-0.11615306798301377,0.06588078004237678,0.27377338969223475,-0.00970553274527493,0.9963699869785161,0.08419809099462112,-0.007958213079803829
left,33,1780494979.1858165,camera_left_optical_link,23,0.19489666832307564,0.06504047415200702,0.28216307155229126,0.010333006098676916,0.9945864049143851,0.0874523699637423,0.05516516230528377
left,34,1780494979.284935,camera_left_optical_link,24,0.03782383630651854,0.06297062582716419,0.26441147543229176,-0.0009903430243128827,0.9948153231237516,0.10124133511875855,0.009575184711068874
left,34,1780494979.284935,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,34,1780494979.284935,camera_left_optical_link,23,0.19489666832307564,0.06504047415200702,0.28216307155229126,0.010333006098676916,0.9945864049143851,0.0874523699637423,0.05516516230528377
left,35,1780494979.3859332,camera_left_optical_link,24,0.03808551778622662,0.06334689966122677,0.2656213903890343,-0.003356447704649618,0.994762272938538,0.10170644916498575,0.009620436331570975
left,35,1780494979.3859332,camera_left_optical_link,25,-0.11615306798301377,0.06588078004237678,0.27377338969223475,-0.00970553274527493,0.9963699869785161,0.08419809099462112,-0.007958213079803829
left,35,1780494979.3859332,camera_left_optical_link,23,0.19603874186297576,0.06551697277505741,0.28382857942998113,0.009137045159158762,0.9948422937532856,0.08681771878701534,0.05165277020721897
left,36,1780494979.4849024,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,36,1780494979.4849024,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,36,1780494979.4849024,camera_left_optical_link,23,0.19496328881461286,0.06509428993858023,0.2824066307273721,0.011590973318960583,0.9948660665203631,0.08629207767849559,0.05158329529748929
left,37,1780494979.5869317,camera_left_optical_link,24,0.03803201053576575,0.06342408871078906,0.26562551088837466,-0.005364205252853923,0.9950872881523521,0.09617403097829551,0.022870724190304798
left,37,1780494979.5869317,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,37,1780494979.5869317,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,38,1780494979.6849542,camera_left_optical_link,24,0.03790804167196788,0.06334790226206571,0.2656266395821784,-0.0034233201245260263,0.9947701926271645,0.10160991449222467,0.00979642877389426
left,38,1780494979.6849542,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,38,1780494979.6849542,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,39,1780494979.7851117,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,39,1780494979.7851117,camera_left_optical_link,25,-0.11670289339285426,0.06629245450649261,0.2751035550934395,-0.009190818192845871,0.99637358980145,0.08455473713674293,-0.002386385311383522
left,39,1780494979.7851117,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,40,1780494979.8849645,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,40,1780494979.8849645,camera_left_optical_link,25,-0.11674523422298994,0.06633343905423945,0.27494309273064027,-0.009742784253483175,0.9967921693399883,0.07897209714073909,-0.008594019470767997
left,40,1780494979.8849645,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,41,1780494979.9860342,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,41,1780494979.9860342,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,41,1780494979.9860342,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,42,1780494980.081829,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,42,1780494980.081829,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,42,1780494980.081829,camera_left_optical_link,23,0.19603874186297576,0.06551697277505741,0.28382857942998113,0.009137045159158762,0.9948422937532856,0.08681771878701534,0.05165277020721897
left,43,1780494980.1816185,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,43,1780494980.1816185,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,43,1780494980.1816185,camera_left_optical_link,23,0.19603874186297576,0.06551697277505741,0.28382857942998113,0.009137045159158762,0.9948422937532856,0.08681771878701534,0.05165277020721897
left,44,1780494980.2817054,camera_left_optical_link,24,0.03775780319894911,0.06291291313971535,0.26382216835634187,-0.0007927957574346027,0.9950342745161312,0.09819855884658973,0.016223657217050626
left,44,1780494980.2817054,camera_left_optical_link,25,-0.11623710264878884,0.06580587622605615,0.27378987136045735,-0.014085208282635594,0.995844490340022,0.0899395030711251,-0.0024987505629307676
left,44,1780494980.2817054,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,45,1780494980.3825328,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,45,1780494980.3825328,camera_left_optical_link,25,-0.11674523422298994,0.06633343905423945,0.27494309273064027,-0.009742784253483175,0.9967921693399883,0.07897209714073909,-0.008594019470767997
left,45,1780494980.3825328,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,46,1780494980.4842048,camera_left_optical_link,24,0.03777118617142624,0.06304791323548652,0.2644186048706745,-0.0029919862450670538,0.9951458822906066,0.09569078402863183,0.022781458038174638
left,46,1780494980.4842048,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,46,1780494980.4842048,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,47,1780494980.58402,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,47,1780494980.58402,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,47,1780494980.58402,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,48,1780494980.6858287,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
