wall_time,run_id,outcome,total_sec,time_to_approach_goal_sent,time_to_side_align_complete,time_to_trolley_type_checked,time_to_under_trolley,time_to_fine_first_aruko,time_to_fine_align_complete,time_to_dropoff_goal_sent,time_to_drive_out_done,commands,manual_marks,dropzone_status_events,physical_status_events,yolo_detection_events,last_trolley_type,last_dropzone_status,last_physical_status,events_csv
2026-06-17_20-55-07-990406,20260617_205429,auto_closed_before_command_trolley_ready,38.488,,,,,,,,,,0,0,0,0,,,,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_205352.csv
2026-06-17_20-55-37-871742,20260617_205507,auto_closed_before_command_trolley_ready,29.880,0.007,,,,,,,,trolley_ready,0,1,0,0,,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""",,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_205352.csv
2026-06-17_20-55-44-689113,20260617_205537,auto_closed_before_command_trolley_ready,6.816,0.014,,,,,,,,trolley_ready,0,1,0,0,,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}""",,/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_205352.csv
2026-06-17_21-01-00-473162,20260617_205544,drive_out_done,315.783,0.009,32.420,83.428,104.431,104.422,175.623,246.798,315.782,trolley_ready|side_align|check_trolley_type|drive_under|fine_align|deliver_trolley|drive_out,3,11,8,1,trash_trolley,drive_out_done. Released trash_trolley; cleared trolley type. Next command: trolley_ready.,"fine_align_under_done | final ids=[3, 12] center_x=+0.1407 center_y=-0.0018 yaw=+166.42deg orientation=flipped_180 error_x=+0.0037 error_y=-0.0056 yaw_error=+1.42deg target_x=+0.1370 target_y=+0.0038 tolerance_x=0.0040 tolerance_y=0.0100 tolerance_yaw=3.00deg",/home/rocket/gr4_ws/mission_run_logs/mission_run_events_20260617_205352.csv
