run_id,started_wall_time_iso,ended_wall_time_iso,end_reason,total_time_sec,time_to_approach_goal_sent_sec,time_to_side_align_complete_sec,time_to_under_trolley_sec,time_to_fine_align_complete_sec,time_to_delivered_sec,trolley_type,aruco_messages,aruco_detections,yolo_messages,yolo_detections,commands_seen,last_phase,last_dropzone_status,last_docking_status,notes
1,2026-06-16T21:42:02,2026-06-16T21:43:38,auto_fine_align_complete,95.923,0.016,35.917,69.817,95.921,,laundry_trolley,554,1390,48,2,trolley_ready|side_align|check_trolley_type|drive_under|fine_align,fine_align_complete,"fine_align_complete: fine_align_under_done | final ids=[3, 12] center_x=+0.1430 center_y=+0.0105 yaw=+171.93deg orientation=flipped_180 error_x=+0.0083 error_y=+0.0067 yaw_error=+0.03deg target_x=+0.1347 target_y=+0.0038 tolerance_x=0.0250 tolerance_y=0.0100 tolerance_yaw=6.00deg. Trolley type unknown; send check_trolley_type or manually send laundry_trolley/trash_trolley before deliver_trolley.","fine_align_under_done | final ids=[3, 12] center_x=+0.1430 center_y=+0.0105 yaw=+171.93deg orientation=flipped_180 error_x=+0.0083 error_y=+0.0067 yaw_error=+0.03deg target_x=+0.1347 target_y=+0.0038 tolerance_x=0.0250 tolerance_y=0.0100 tolerance_yaw=6.00deg",auto_trolley_ready|auto_fine_align_complete
