camera,marker_id,frame_id,count,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_qx,mean_qy,mean_qz,mean_qw,min_x,max_x,min_y,max_y,min_z,max_z
left,18,camera_left_optical_link,100,0.006405876475450577,0.07317602024335593,0.26037669883445524,3.2210694434347216e-05,8.7577273589534e-05,0.00030796606248785643,0.006063680690748939,0.9921409482488834,0.11989877228168214,0.035150982401631385,0.006342792374402318,0.006521572008483105,0.0731474757237343,0.07349889036317578,0.26026502666504225,0.26155997843811485
left,19,camera_left_optical_link,100,-0.15143772045814574,0.07386944821797367,0.2667111299143768,0.0004772420316613873,0.0002612754971140125,0.0008544235362022681,-0.004120397716630462,0.9958204355668968,0.09118874329083493,0.000805092865767681,-0.15187979352479586,-0.15035781928623823,0.07336576355852632,0.07411897482613798,0.2647778606576986,0.2675004872001119
left,17,camera_left_optical_link,100,0.16044277295023204,0.06952167060136484,0.2711564644455674,0.0003717683796357931,0.00021125641852508717,0.0006467107663898088,-0.014604377362830436,0.9935494437911739,0.09520323982219032,0.059753429806408125,0.15986283427040854,0.16134389417870054,0.06920403957112196,0.06992831826750898,0.2700964234723168,0.2726213782231092
