trial,time_ms,phase,threshold,angle,fsr_raw,fsr_voltage
3,2800,return,31,160,2,0.0016
3,2820,return,31,161,0,0.0000
3,2840,return,31,162,0,0.0000
3,2860,return,31,163,0,0.0000
3,2880,return,31,164,2,0.0016
3,2900,return,31,165,1,0.0008
3,2920,return,31,166,2,0.0016
3,2940,return,31,167,2,0.0016
3,2960,return,31,168,1,0.0008
3,2980,return,31,169,2,0.0016
3,3000,return,31,170,0,0.0000
3,3020,return,31,171,1,0.0008
3,3040,return,31,172,1,0.0008
3,3060,return,31,173,1,0.0008
3,3080,return,31,174,0,0.0000
3,3100,return,31,175,1,0.0008
3,3120,return,31,176,0,0.0000
3,3140,return,31,177,2,0.0016
3,3160,return,31,178,2,0.0016
3,3180,return,31,179,1,0.0008
3,3200,return,31,180,2,0.0016
