camera,marker_id,camera_frame_id,base_frame_id,count,mean_camera_x,mean_camera_y,mean_camera_z,std_camera_x,std_camera_y,std_camera_z,mean_base_x,mean_base_y,mean_base_z,std_base_x,std_base_y,std_base_z,min_base_x,max_base_x,min_base_y,max_base_y,min_base_z,max_base_z
front,12,camera_front_optical_link,base_link,50,0.04038526733433123,-0.005906510530292387,0.1524303560901155,9.557601017529216e-05,5.182908499864738e-05,0.0001895999678579154,0.3687927631744597,-0.0403858272421004,0.13963236518260252,0.0001681475540902437,9.557655269438838e-05,0.00010178751501569127,0.36848217844008535,0.36916158208705663,-0.04059843530180641,-0.0401952348051616,0.13939486603966955,0.13982426344695367
front,10,camera_front_optical_link,base_link,50,-0.05245202547002553,-0.006790866353315567,0.15670297438553596,0.00011358509233982177,5.819327802383113e-05,0.000283583399665067,0.37229164493910716,0.05245144986741478,0.1422396804397301,0.00025577372056920006,0.00011358436811795297,0.00013559487659951073,0.37170942723302747,0.37293235545228376,0.05218186443490143,0.05268528570786666,0.1419954943784164,0.14255274979783256
rear,5,camera_rear_optical_link,base_link,41,-0.04356467097756767,0.00787872209578037,0.15610065299302567,9.787302459603489e-05,6.159307118150485e-05,0.00021462748183606763,-0.09499455517626994,-0.04356409755937977,0.14297206577840532,0.00018739986740524356,9.787242502193732e-05,0.0001214086876515005,-0.09537978102053646,-0.09452697615278649,-0.04378052679659589,-0.04341198842719915,0.14266640869690633,0.1432205248038436
rear,3,camera_rear_optical_link,base_link,41,0.04657449830674518,0.008032102465955242,0.15634372330623064,8.065884324518592e-05,4.749514415261058e-05,0.00013972734467134157,-0.09483938075781756,0.04657507261772062,0.1432136618560161,0.00012542763137735508,8.065925805453201e-05,7.776478597534484e-05,-0.09516637871565597,-0.09454302916699403,0.046406651845892384,0.046665560102542296,0.14299863694185438,0.14336268001094066
