timestamp,distance_m,attempt,url,success,elapsed_ms,http_status,press_finished,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,esp32_rssi_dbm,robot_wifi_signal_dbm,robot_wifi_interface,robot_wifi_ssid,response,error
2026-06-18T19:44:32.477,1,1,http://192.168.8.226/press,True,8441.81,200,yes,100,no,0,5,0.0040,,-68,wlP1p1s0,student-FoU,Press command finished threshold=100 threshold_reached=no trigger_angle=0 fsr_raw=5 fsr_voltage=0.0040,
