wall_time,ros_time_sec,run_id,elapsed_sec,event_type,source,label,data
2026-06-17_21-39-20-998406,1781725160.998484,20260617_213920,0.012,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-17_21-39-41-858025,1781725181.858108,20260617_213920,20.872,command,trolley_command,side_align,side_align
2026-06-17_21-39-41-860033,1781725181.860077,20260617_213920,20.874,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-17_21-39-41-866561,1781725181.866635,20260617_213920,20.880,physical_status,physical_alignment,status,side_align_left_started
2026-06-17_21-40-22-682640,1781725222.682724,20260617_213920,61.696,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[18, 19, 20, 21] target_pair=[18, 19] target_x=+0.3537 target_y=+0.2972 center_x=+0.4670 center_y=+0.6001 yaw=+178.57deg error_x=-0.0023 yaw_error=-1.43deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-17_21-40-22-689227,1781725222.689304,20260617_213920,61.703,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[18, 19, 20, 21] target_pair=[18, 19] target_x=+0.3537 target_y=+0.2972 center_x=+0.4670 center_y=+0.6001 yaw=+178.57deg error_x=-0.0023 yaw_error=-1.43deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-17_21-40-26-314995,1781725226.315076,20260617_213920,65.329,dropzone_status,dropzone,status,trolley_type_unknown_live_yolo. No current non-empty /Yolov8_Inference detection in the last 90.0s; not using image-file fallback. YOLO is still enabled; wait a moment and send check_trolley_type again.
2026-06-17_21-40-26-324986,1781725226.325072,20260617_213920,65.339,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-17_21-44-57-891644,1781725497.891727,20260617_213920,336.905,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-17_21-46-41-628437,1781725601.628518,20260617_213920,440.642,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-17_21-47-07-031075,1781725627.031155,20260617_213920,466.045,yolo_detection,yolo,trash_trolley,"{""classes"": [""trash_trolley""]}"
2026-06-17_21-47-27-031936,1781725647.032019,20260617_213920,486.046,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-17_21-47-27-033149,1781725647.033187,20260617_213920,486.047,dropzone_status,dropzone,trolley_type_checked,trolley_type_checked: trash_trolley via live_yolov8_topic; remembered target=trash_dropoff. Next command: drive_under.
2026-06-17_21-48-08-368536,1781725688.368619,20260617_213920,527.382,command,trolley_command,side_align,side_align
2026-06-17_21-48-08-569329,1781725688.569422,20260617_213920,527.583,dropzone_status,dropzone,status,"ignored side_align; current phase=trolley_type_checked. Send status to see the next expected command, or stop to cancel."
2026-06-17_21-48-31-898601,1781725711.898681,20260617_213920,550.912,run_end,logger,auto_closed_before_command_trolley_ready,
2026-06-17_21-48-31-900435,1781725711.900455,20260617_214831,0.000,run_start,logger,command_trolley_ready,
2026-06-17_21-48-31-901568,1781725711.901629,20260617_214831,0.001,command,trolley_command,trolley_ready,trolley_ready
2026-06-17_21-48-31-902867,1781725711.902910,20260617_214831,0.003,dropzone_status,dropzone,approach_goal_sent,"approach_goal_sent. Inspect the robot pose, then approve side alignment with: ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'side_align'}"""
2026-06-17_21-48-44-814827,1781725724.814913,20260617_214831,12.915,command,trolley_command,side_align,side_align
2026-06-17_21-48-44-920599,1781725724.920680,20260617_214831,13.020,dropzone_status,dropzone,status,side_aligning via side_align_left. Waiting for side_align_left_done.
2026-06-17_21-48-44-927643,1781725724.927888,20260617_214831,13.028,physical_status,physical_alignment,status,side_align_left_started
2026-06-17_21-48-55-379665,1781725735.379741,20260617_214831,23.479,physical_status,physical_alignment,side_align_complete,"side_align_left_done | final camera=left ids=[17, 18, 19, 20] target_pair=[18, 19] target_x=+0.3594 target_y=+0.2710 center_x=+0.3703 center_y=+0.5769 yaw=-179.96deg error_x=+0.0034 yaw_error=+0.04deg tolerance_x=0.0060 tolerance_yaw=2.00deg"
2026-06-17_21-48-55-382823,1781725735.382904,20260617_214831,23.483,dropzone_status,dropzone,side_align_complete,"side_align_complete: side_align_left_done | final camera=left ids=[17, 18, 19, 20] target_pair=[18, 19] target_x=+0.3594 target_y=+0.2710 center_x=+0.3703 center_y=+0.5769 yaw=-179.96deg error_x=+0.0034 yaw_error=+0.04deg tolerance_x=0.0060 tolerance_yaw=2.00deg. Optional: check trolley type with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'check_trolley_type'}"" or approve straight drive with ros2 topic pub --once /trolley_command std_msgs/msg/String ""{data: 'drive_under'}"""
2026-06-17_21-49-05-088915,1781725745.089004,20260617_214831,33.189,command,trolley_command,check_trolley_type,check_trolley_type
2026-06-17_21-49-05-090252,1781725745.090317,20260617_214831,33.190,dropzone_status,dropzone,status,trolley_type_unknown_live_yolo. No current non-empty /Yolov8_Inference detection in the last 90.0s; not using image-file fallback. YOLO is still enabled; wait a moment and send check_trolley_type again.
2026-06-17_21-51-05-110229,1781725865.110347,20260617_214831,153.210,run_end,logger,logger_shutdown,
