timestamp,distance_m,attempt,command,configured_address,connected_address,device_name,success,scan_before_found,scan_before_attempts,scan_before_ms,rssi_before_last_dbm,rssi_before_mean_dbm,rssi_before_min_dbm,rssi_before_max_dbm,rssi_before_samples,connect_ms,notify_setup_ms,command_write_ms,time_to_first_notification_ms,command_to_completion_ms,response_wait_ms,disconnect_ms,total_attempt_ms,notification_count,response_line_count,response_bytes,completion_marker_received,press_finished,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,scan_after_found,scan_after_ms,rssi_after_last_dbm,rssi_after_mean_dbm,rssi_after_min_dbm,rssi_after_max_dbm,rssi_after_samples,response,error_stage,error
2026-06-21T21:21:41.865,1,1,PRESS,,F6:75:48:70:C7:F7,XIAO-FSR-SERVO,False,True,2,6111.64,-82,-82.00,-82,-82,1,,,,,,,,15494.28,0,0,0,False,no,,,,,,True,2177.47,-88,-88.00,-88,-88,1,,connect,"failed to discover services, device disconnected"
