timestamp,distance_m,attempt,command,configured_address,connected_address,device_name,success,scan_before_found,scan_before_ms,rssi_before_last_dbm,rssi_before_mean_dbm,rssi_before_min_dbm,rssi_before_max_dbm,rssi_before_samples,connect_ms,notify_setup_ms,command_write_ms,time_to_first_notification_ms,command_to_completion_ms,response_wait_ms,disconnect_ms,total_attempt_ms,notification_count,response_line_count,response_bytes,completion_marker_received,press_finished,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,scan_after_found,scan_after_ms,rssi_after_last_dbm,rssi_after_mean_dbm,rssi_after_min_dbm,rssi_after_max_dbm,rssi_after_samples,response,error_stage,error
2026-06-21T21:14:37.423,1,1,PRESS,,F6:75:48:70:C7:F7,XIAO-FSR-SERVO,True,True,3084.72,-80,-82.00,-84,-80,2,5826.98,347.16,1.05,88.74,10529.09,11029.89,2739.06,25129.89,20,10,65,True,yes,50,no,0,0,,True,2094.82,-84,-84.00,-84,-84,2,PRESS | END_NO_HIT | A 0 | F 0 | T 50 | HOLD | RETURN | DONE | R 0 | A 0,,
2026-06-21T21:15:29.630,2,1,PRESS,,,,False,False,3020.06,,,,,0,,,,,,,,3020.24,,,,False,no,,,,,,,,,,,,,,scan_before,Could not find BLE device named 'XIAO-FSR-SERVO' or a device advertising Nordic UART service 6e400001-b5a3-f393-e0a9-e50e24dcca9e.
