run,success,failure_reason,failure_detail,duration_sec,startup_duration_sec,command_to_success_sec,mission_started_sec,attach_sec,detach_sec,dropoff_detected_sec,charging_detected_sec,last_trolley_x,last_trolley_y,last_robot_x,last_robot_y,mission_param_overrides,holonomic_param_overrides,last_log_line
1,False,test_setup_failed,Could not apply mission controller test parameters.,11.486,9.483,,,,,,,,,,,local_max_vx=0.116;local_max_vy=0.145;local_max_wz=0.435;direct_close_speed=0.145;attached_local_max_vx=0.203;attached_local_max_vy=0.348;attached_local_max_wz=0.6525;return_local_max_vx=0.261;return_local_max_vy=0.261;return_local_max_wz=0.6525;drive_under_max_vx=0.0725;drive_under_max_vy=0.174;drive_under_max_wz=0.232;straight_under_speed=0.232;pickup_aruco_clearance=0.85;attached_lidar_ignore_radius=3.1;straight_under_stop_y=0.16,max_vx=0.232;max_vy=0.232;max_wz=0.232,[python3-22] [INFO] [1779384779.752452024] [nav2_trolley_mission_controller]: Trolley mission controller ready. Publish 'trolley_ready' on /trolley_command to run charging -> pickup -> dropoff -> home via /holonomic_goal. mission_step=step0
2,False,local_target_timeout,"[python3-22] [ERROR] [1779384967.144279754] [nav2_trolley_mission_controller]: Local target 'drop-off center' timed out: distance=0.027, yaw=-4.87 deg",184.865,9.588,,11.764,77.645,,145.538,,5.1989,0.0441,5.1979,0.0266,local_max_vx=0.116;local_max_vy=0.145;local_max_wz=0.435;direct_close_speed=0.145;attached_local_max_vx=0.203;attached_local_max_vy=0.348;attached_local_max_wz=0.6525;return_local_max_vx=0.261;return_local_max_vy=0.261;return_local_max_wz=0.6525;drive_under_max_vx=0.0725;drive_under_max_vy=0.174;drive_under_max_wz=0.232;straight_under_speed=0.232;pickup_aruco_clearance=0.85;attached_lidar_ignore_radius=3.1;straight_under_stop_y=0.16,max_vx=0.232;max_vy=0.232;max_wz=0.232,[python3-23] [INFO] [1779384967.145016560] [holonomic_goal_controller]: Holonomic lidar ignore radius set to 0.00 m.
