run,success,failure_reason,failure_detail,duration_sec,startup_duration_sec,command_to_success_sec,mission_started_sec,attach_sec,detach_sec,dropoff_detected_sec,charging_detected_sec,last_trolley_x,last_trolley_y,last_robot_x,last_robot_y,mission_param_overrides,holonomic_param_overrides,last_log_line
1,False,test_setup_failed,Could not apply mission controller test parameters.,9.486,9.228,,,,,,,,,,,local_max_vx=0.08;local_max_vy=0.1;local_max_wz=0.3;direct_close_speed=0.1;attached_local_max_vx=0.14;attached_local_max_vy=0.24;attached_local_max_wz=0.45;return_local_max_vx=0.18;return_local_max_vy=0.18;return_local_max_wz=0.45;drive_under_max_vx=0.05;drive_under_max_vy=0.12;drive_under_max_wz=0.16;straight_under_speed=0.16;pickup_aruco_clearance=0.85;attached_lidar_ignore_radius=3;straight_under_stop_y=0.16,max_vx=0.16;max_vy=0.16;max_wz=0.16,[python3-22] [INFO] [1779392428.216959934] [nav2_trolley_mission_controller]: Trolley mission controller ready. Publish 'trolley_ready' on /trolley_command to run charging -> pickup -> dropoff -> home via /holonomic_goal. mission_step=step0
2,False,test_setup_failed,Could not apply mission controller test parameters.,9.925,9.28,,,,,,,,,,,local_max_vx=0.08;local_max_vy=0.1;local_max_wz=0.3;direct_close_speed=0.1;attached_local_max_vx=0.14;attached_local_max_vy=0.24;attached_local_max_wz=0.45;return_local_max_vx=0.18;return_local_max_vy=0.18;return_local_max_wz=0.45;drive_under_max_vx=0.05;drive_under_max_vy=0.12;drive_under_max_wz=0.16;straight_under_speed=0.16;pickup_aruco_clearance=0.85;attached_lidar_ignore_radius=3;straight_under_stop_y=0.16,max_vx=0.16;max_vy=0.16;max_wz=0.16,[python3-22] [INFO] [1779392442.880986526] [nav2_trolley_mission_controller]: Trolley mission controller ready. Publish 'trolley_ready' on /trolley_command to run charging -> pickup -> dropoff -> home via /holonomic_goal. mission_step=step0
3,False,test_setup_failed,Could not apply mission controller test parameters.,9.868,9.235,,,,,,,,,,,local_max_vx=0.08;local_max_vy=0.1;local_max_wz=0.3;direct_close_speed=0.1;attached_local_max_vx=0.14;attached_local_max_vy=0.24;attached_local_max_wz=0.45;return_local_max_vx=0.18;return_local_max_vy=0.18;return_local_max_wz=0.45;drive_under_max_vx=0.05;drive_under_max_vy=0.12;drive_under_max_wz=0.16;straight_under_speed=0.16;pickup_aruco_clearance=0.85;attached_lidar_ignore_radius=3;straight_under_stop_y=0.16,max_vx=0.16;max_vy=0.16;max_wz=0.16,[python3-22] [INFO] [1779392457.909735600] [nav2_trolley_mission_controller]: Trolley mission controller ready. Publish 'trolley_ready' on /trolley_command to run charging -> pickup -> dropoff -> home via /holonomic_goal. mission_step=step0
