camera,marker_id,frame_id,count,mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_qx,mean_qy,mean_qz,mean_qw,min_x,max_x,min_y,max_y,min_z,max_z
left,19,camera_left_optical_link,50,0.05948766271164687,-0.08906203845552525,0.32240339278192254,0.0002716767320779047,0.0003364220001159007,0.0012085505741257039,-0.001020736589388929,0.9956843615348068,-0.09080381507132382,-0.010692083142734666,0.05929046933600387,0.06043839434021088,-0.08989419316691666,-0.08827862702062364,0.31926275083238587,0.325261676360758
left,18,camera_left_optical_link,50,0.23005634896445123,-0.09345740098250895,0.3449746212890954,0.0033186657650978854,0.0013182269760031579,0.004987566176309047,0.0002633584738350613,0.9995929103964046,0.003719554043776223,-0.019380146617732293,0.22694056540621704,0.23749984901863333,-0.09663865508179278,-0.09228146621466073,0.3403414193899593,0.35637330290953334
left,20,camera_left_optical_link,50,-0.09839786235223327,-0.10462207910838892,0.3694939374743088,0.00026970139367125115,0.00033108325834327047,0.0009593999938701475,-0.03412555252740895,0.9667759996977071,0.2517490257475205,-0.022193170682086042,-0.09922988428254985,-0.09780510899151956,-0.10582601845938662,-0.10400331871533226,0.3678781439292709,0.37338263364724317
left,21,camera_left_optical_link,50,-0.2643165239242813,-0.11821249071145068,0.4072736178328229,0.0018560822404594837,0.0008292989355110807,0.0030035207017212635,-0.01285890752116234,0.9861073581949301,0.13555918761117286,-0.09469288611584471,-0.2689466524544714,-0.2584067504390011,-0.12040012350894086,-0.11524965405889749,0.39734966115271403,0.4140864119509549
