timestamp,command,url,success,http_status,response_time_ms,response_bytes,press_finished,energy_saving_mode,threshold,threshold_reached,trigger_angle,fsr_raw,fsr_voltage,status,wifi_mode,wifi_ssid,ip,wifi_connected,current_angle,fsr_threshold,last_fsr_raw,last_fsr_voltage,last_trigger_angle,last_press_reached_threshold,wifi_rssi_dbm,response,error
2026-06-21T19:10:56.526,press,http://192.168.8.226/press,True,200,5562.55,144,yes,yes,4,yes,68,7,0.0056,,,,,,,,,,,,-45,Press command finished | energy_saving_mode=yes | threshold=4 | threshold_reached=yes | trigger_angle=68 | fsr_raw=7 | fsr_voltage=0.0056 | wifi_rssi_dbm=-45,
2026-06-21T19:13:08.193,press,http://192.168.8.226/press,True,200,1277.11,147,yes,yes,10,yes,176,27,0.0218,,,,,,,,,,,,-34,Press command finished | energy_saving_mode=yes | threshold=10 | threshold_reached=yes | trigger_angle=176 | fsr_raw=27 | fsr_voltage=0.0218 | wifi_rssi_dbm=-34,
2026-06-21T19:13:24.622,press,http://192.168.8.226/press,True,200,4374.44,146,yes,yes,10,yes,98,16,0.0129,,,,,,,,,,,,-36,Press command finished | energy_saving_mode=yes | threshold=10 | threshold_reached=yes | trigger_angle=98 | fsr_raw=16 | fsr_voltage=0.0129 | wifi_rssi_dbm=-36,
2026-06-21T19:14:25.036,press,http://192.168.8.226/press,True,200,1070.82,147,yes,yes,20,yes,180,20,0.0161,,,,,,,,,,,,-39,Press command finished | energy_saving_mode=yes | threshold=20 | threshold_reached=yes | trigger_angle=180 | fsr_raw=20 | fsr_voltage=0.0161 | wifi_rssi_dbm=-39,
2026-06-21T19:15:28.599,press,http://192.168.8.226/press,True,200,6504.30,147,yes,yes,50,yes,45,206,0.1660,,,,,,,,,,,,-36,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=yes | trigger_angle=45 | fsr_raw=206 | fsr_voltage=0.1660 | wifi_rssi_dbm=-36,
2026-06-21T19:16:30.526,press,http://192.168.8.226/press,True,200,6985.64,147,yes,yes,50,yes,43,158,0.1273,,,,,,,,,,,,-47,Press command finished | energy_saving_mode=yes | threshold=50 | threshold_reached=yes | trigger_angle=43 | fsr_raw=158 | fsr_voltage=0.1273 | wifi_rssi_dbm=-47,
