type,time_ms,temperature_C,pressure_Pa,pressure_hPa,relative_height_m,estimated_floor,offset_from_estimated_floor_m,actual_floor,correct,calibrated_floor
read,1688859,28.77,100908.20,1009.08,3.00,1,0.62,,,
read,1689868,28.77,100897.06,1008.97,3.93,1,1.56,,,
read,1690876,28.77,100885.43,1008.85,4.91,2,-0.90,,,
read,1691884,28.77,100874.63,1008.75,5.81,2,0.00,,,
read,1692893,28.77,100863.46,1008.63,6.74,2,0.94,,,
read,1693904,28.77,100851.48,1008.51,7.75,3,-1.89,,,
read,1694916,28.77,100840.13,1008.40,8.70,3,-0.94,,,
read,1695923,28.77,100829.30,1008.29,9.60,3,-0.04,,,
read,1696926,28.77,100818.60,1008.19,10.50,3,0.86,,,
read,1697930,28.77,100807.52,1008.08,11.42,3,1.79,,,
read,1698941,28.77,100797.34,1007.97,12.27,4,-1.25,,,
read,1699950,28.77,100786.53,1007.87,13.18,4,-0.35,,,
read,1700966,28.77,100777.63,1007.78,13.92,4,0.40,,,
read,1701981,28.77,100773.46,1007.73,14.27,4,0.75,,,
test,1702770,28.78,100772.15,1007.72,14.38,4,0.86,4,1,
read,1703393,28.80,100771.77,1007.72,14.41,4,0.89,,,
read,1704401,28.79,100771.42,1007.71,14.44,4,0.92,,,
read,1705411,28.78,100771.87,1007.72,14.41,4,0.88,,,
read,1706424,28.78,100772.02,1007.72,14.39,4,0.87,,,
test,1707028,28.80,100770.95,1007.71,14.48,4,0.96,4,1,
read,1707601,28.82,100770.64,1007.71,14.51,4,0.98,,,
read,1708619,28.81,100771.48,1007.71,14.44,4,0.91,,,
read,1709623,28.79,100771.69,1007.72,14.42,4,0.90,,,
read,1710631,28.79,100771.70,1007.72,14.42,4,0.89,,,
read,1711638,28.78,100771.35,1007.71,14.45,4,0.92,,,
read,1712648,28.78,100771.51,1007.72,14.44,4,0.91,,,
read,1713661,28.78,100771.36,1007.71,14.45,4,0.92,,,
read,1714677,28.78,100771.05,1007.71,14.47,4,0.95,,,
read,1715696,28.78,100771.02,1007.71,14.48,4,0.95,,,
read,1716700,28.78,100770.98,1007.71,14.48,4,0.95,,,
read,1717717,28.79,100771.15,1007.71,14.47,4,0.94,,,
read,1718715,28.79,100770.84,1007.71,14.49,4,0.97,,,
read,1719727,28.79,100771.39,1007.71,14.45,4,0.92,,,
read,1720740,28.79,100774.95,1007.75,14.15,4,0.62,,,
read,1721755,28.79,100782.11,1007.82,13.55,4,0.02,,,
read,1722771,28.79,100792.61,1007.93,12.67,4,-0.86,,,
read,1723776,28.79,100803.65,1008.04,11.75,4,-1.78,,,
read,1724782,28.79,100815.58,1008.16,10.75,3,1.11,,,
read,1725783,28.79,100826.63,1008.27,9.82,3,0.19,,,
read,1726785,28.79,100838.34,1008.38,8.84,3,-0.79,,,
read,1727788,28.79,100850.24,1008.50,7.85,3,-1.79,,,
read,1728793,28.79,100857.25,1008.57,7.26,2,1.46,,,
read,1729799,28.79,100859.60,1008.60,7.07,2,1.26,,,
test,1730799,28.79,100860.08,1008.60,7.03,2,1.22,2,1,
read,1731329,28.83,100858.52,1008.59,7.16,2,1.35,,,
read,1732340,28.81,100859.33,1008.59,7.09,2,1.28,,,
read,1733351,28.80,100860.23,1008.60,7.01,2,1.21,,,
read,1734353,28.79,100860.52,1008.61,6.99,2,1.18,,,
test,1734942,28.82,100859.62,1008.60,7.07,2,1.26,2,1,
read,1735462,28.85,100858.38,1008.58,7.17,2,1.36,,,
read,1736462,28.83,100859.85,1008.60,7.05,2,1.24,,,
read,1737463,28.81,100861.16,1008.61,6.94,2,1.13,,,
read,1738464,28.80,100861.71,1008.62,6.89,2,1.08,,,
read,1739468,28.80,100861.84,1008.62,6.88,2,1.07,,,
read,1740474,28.80,100862.39,1008.62,6.83,2,1.03,,,
read,1741481,28.79,100862.88,1008.63,6.79,2,0.99,,,
read,1742490,28.79,100862.77,1008.63,6.80,2,0.99,,,
read,1743500,28.79,100862.73,1008.63,6.80,2,1.00,,,
read,1744512,28.79,100863.08,1008.63,6.78,2,0.97,,,
read,1745524,28.79,100862.66,1008.63,6.81,2,1.00,,,
read,1746537,28.79,100862.48,1008.62,6.83,2,1.02,,,
read,1747552,28.79,100859.52,1008.60,7.07,2,1.27,,,
read,1748567,28.79,100852.70,1008.53,7.64,2,1.84,,,
read,1749554,28.79,100842.84,1008.43,8.47,3,-1.17,,,
read,1750557,28.79,100832.38,1008.32,9.34,3,-0.29,,,
read,1751562,28.79,100823.22,1008.23,10.11,3,0.47,,,
read,1752569,28.79,100818.43,1008.18,10.51,3,0.87,,,
read,1753576,28.79,100817.52,1008.18,10.59,3,0.95,,,
read,1754584,28.79,100817.17,1008.17,10.62,3,0.98,,,
test,1755424,28.79,100816.84,1008.17,10.64,3,1.01,3,1,
read,1755955,28.83,100814.99,1008.15,10.80,3,1.16,,,
read,1756967,28.81,100815.45,1008.15,10.76,3,1.12,,,
read,1757980,28.80,100816.05,1008.16,10.71,3,1.07,,,
read,1758994,28.80,100816.24,1008.16,10.69,3,1.06,,,
test,1759560,28.83,100814.60,1008.15,10.83,3,1.19,3,1,
read,1760096,28.85,100813.80,1008.14,10.90,3,1.26,,,
read,1761113,28.83,100815.14,1008.15,10.79,3,1.15,,,
read,1762132,28.81,100815.99,1008.16,10.71,3,1.08,,,
read,1763133,28.80,100815.92,1008.16,10.72,3,1.08,,,
read,1764125,28.80,100815.70,1008.16,10.74,3,1.10,,,
read,1765132,28.80,100815.85,1008.16,10.73,3,1.09,,,
read,1766141,28.80,100815.89,1008.16,10.72,3,1.09,,,
read,1767150,28.79,100816.08,1008.16,10.71,3,1.07,,,
read,1768160,28.79,100816.11,1008.16,10.70,3,1.07,,,
read,1769171,28.80,100815.90,1008.16,10.72,3,1.09,,,
read,1770183,28.80,100815.55,1008.16,10.75,3,1.11,,,
read,1771198,28.80,100817.21,1008.17,10.61,3,0.98,,,
read,1772213,28.80,100822.33,1008.22,10.18,3,0.55,,,
read,1773230,28.80,100831.14,1008.31,9.45,3,-0.19,,,
read,1774247,28.80,100842.59,1008.43,8.49,3,-1.15,,,
read,1775267,28.80,100854.98,1008.55,7.45,2,1.65,,,
read,1776268,28.80,100867.10,1008.67,6.44,2,0.63,,,
read,1777271,28.80,100878.66,1008.79,5.47,2,-0.33,,,
read,1778276,28.80,100890.35,1008.90,4.50,2,-1.31,,,
read,1779280,28.80,100901.93,1009.02,3.53,1,1.15,,,
read,1780279,28.80,100913.66,1009.14,2.55,1,0.17,,,
read,1781289,28.80,100925.03,1009.25,1.60,1,-0.78,,,
read,1782301,28.80,100935.51,1009.36,0.72,0,0.72,,,
read,1783315,28.80,100941.86,1009.42,0.19,0,0.19,,,
read,1784331,28.80,100944.22,1009.44,-0.01,0,-0.01,,,
read,1785348,28.80,100944.00,1009.44,0.01,0,0.01,,,
read,1786366,28.80,100944.41,1009.44,-0.02,0,-0.02,,,
test,1787137,28.81,100943.23,1009.43,0.08,0,0.08,0,1,
read,1787679,28.84,100940.66,1009.41,0.29,0,0.29,,,
read,1788682,28.83,100940.97,1009.41,0.26,0,0.26,,,
read,1789685,28.81,100941.36,1009.41,0.23,0,0.23,,,
read,1790689,28.81,100941.64,1009.42,0.21,0,0.21,,,
read,1791694,28.80,100941.85,1009.42,0.19,0,0.19,,,
read,1792701,28.80,100943.64,1009.44,0.04,0,0.04,,,
read,1793709,28.81,100944.59,1009.45,-0.04,0,-0.04,,,
read,1794717,28.80,100944.75,1009.45,-0.05,0,-0.05,,,
read,1795707,28.80,100944.65,1009.45,-0.04,0,-0.04,,,
read,1796722,28.80,100944.29,1009.44,-0.01,0,-0.01,,,
read,1797739,28.80,100943.96,1009.44,0.01,0,0.01,,,
read,1798756,28.80,100943.66,1009.44,0.04,0,0.04,,,
read,1799774,28.80,100944.04,1009.44,0.01,0,0.01,,,
read,1800793,28.80,100943.46,1009.43,0.06,0,0.06,,,
read,1801814,28.80,100940.02,1009.40,0.34,0,0.34,,,
read,1802815,28.80,100932.41,1009.32,0.98,0,0.98,,,
read,1803818,28.80,100922.83,1009.23,1.78,1,-0.60,,,
read,1804821,28.80,100913.85,1009.14,2.53,1,0.15,,,
read,1805826,28.80,100908.32,1009.08,2.99,1,0.61,,,
read,1806835,28.80,100906.83,1009.07,3.12,1,0.74,,,
read,1807844,28.80,100906.81,1009.07,3.12,1,0.74,,,
read,1808855,28.79,100906.48,1009.06,3.15,1,0.77,,,
test,1809417,28.83,100905.02,1009.05,3.27,1,0.89,1,1,
read,1809949,28.86,100904.27,1009.04,3.33,1,0.95,,,
read,1810944,28.83,100905.48,1009.05,3.23,1,0.85,,,
read,1811962,28.81,100906.27,1009.06,3.17,1,0.79,,,
read,1812981,28.80,100906.42,1009.06,3.15,1,0.77,,,
read,1813983,28.80,100906.25,1009.06,3.17,1,0.79,,,
read,1814985,28.79,100906.58,1009.07,3.14,1,0.76,,,
read,1818099,28.78,100906.61,1009.07,3.14,1,0.76,,,
read,1819105,28.78,100907.11,1009.07,3.09,1,0.72,,,
read,1820112,28.78,100907.27,1009.07,3.08,1,0.70,,,
read,1821120,28.79,100908.40,1009.08,2.99,1,0.61,,,
read,1822130,28.79,100908.98,1009.09,2.94,1,0.56,,,
read,1823140,28.79,100908.79,1009.09,2.95,1,0.58,,,
read,1824159,28.79,100908.23,1009.08,3.00,1,0.62,,,
read,1825172,28.79,100908.17,1009.08,3.01,1,0.63,,,
read,1826187,28.79,100908.45,1009.08,2.98,1,0.60,,,
read,1827202,28.79,100908.60,1009.09,2.97,1,0.59,,,
read,1828218,28.79,100908.68,1009.09,2.96,1,0.58,,,
read,1829207,28.79,100908.60,1009.09,2.97,1,0.59,,,
read,1830211,28.79,100908.71,1009.09,2.96,1,0.58,,,
read,1831217,28.79,100908.57,1009.09,2.97,1,0.59,,,
read,1832223,28.79,100908.86,1009.09,2.95,1,0.57,,,
read,1833231,28.79,100908.97,1009.09,2.94,1,0.56,,,
read,1834239,28.78,100909.05,1009.09,2.93,1,0.55,,,
read,1835249,28.78,100909.43,1009.09,2.90,1,0.52,,,
read,1836260,28.78,100909.80,1009.10,2.87,1,0.49,,,
read,1837273,28.78,100909.72,1009.10,2.88,1,0.50,,,
read,1838286,28.78,100909.80,1009.10,2.87,1,0.49,,,
read,1839300,28.78,100909.75,1009.10,2.87,1,0.50,,,
read,1840317,28.78,100909.08,1009.09,2.93,1,0.55,,,
read,1841334,28.78,100908.19,1009.08,3.00,1,0.63,,,
read,1842353,28.78,100907.09,1009.07,3.10,1,0.72,,,
read,1843372,28.78,100906.46,1009.06,3.15,1,0.77,,,
read,1909681,28.76,100907.92,1009.08,3.03,1,0.65,,,
read,1910677,28.74,100909.02,1009.09,2.94,1,0.56,,,
read,1911685,28.75,100909.24,1009.09,2.92,1,0.54,,,
read,1912694,28.75,100909.45,1009.09,2.90,1,0.52,,,
read,1913705,28.76,100909.87,1009.10,2.86,1,0.49,,,
read,1914717,28.76,100909.88,1009.10,2.86,1,0.48,,,
read,1915730,28.76,100909.67,1009.10,2.88,1,0.50,,,
read,1916744,28.76,100909.70,1009.10,2.88,1,0.50,,,
read,1917759,28.76,100909.65,1009.10,2.88,1,0.50,,,
read,1918775,28.77,100909.66,1009.10,2.88,1,0.50,,,
read,1919793,28.77,100909.56,1009.10,2.89,1,0.51,,,
read,1920813,28.77,100909.55,1009.10,2.89,1,0.51,,,
read,1921814,28.77,100909.48,1009.09,2.90,1,0.52,,,
read,1922817,28.77,100909.55,1009.10,2.89,1,0.51,,,
read,1923821,28.77,100908.81,1009.09,2.95,1,0.57,,,
read,1924826,28.77,100908.42,1009.08,2.98,1,0.61,,,
read,1925831,28.77,100908.77,1009.09,2.96,1,0.58,,,
read,1926822,28.77,100909.00,1009.09,2.94,1,0.56,,,
read,1927833,28.77,100909.56,1009.10,2.89,1,0.51,,,
read,1928847,28.77,100909.56,1009.10,2.89,1,0.51,,,
read,1929861,28.77,100909.56,1009.10,2.89,1,0.51,,,
read,1930876,28.77,100909.43,1009.09,2.90,1,0.52,,,
read,1931894,28.77,100909.86,1009.10,2.86,1,0.49,,,
read,1932913,28.77,100910.05,1009.10,2.85,1,0.47,,,
read,1933914,28.77,100909.52,1009.10,2.89,1,0.51,,,
read,1934915,28.77,100909.14,1009.09,2.92,1,0.55,,,
read,1935918,28.77,100909.08,1009.09,2.93,1,0.55,,,
calibration,475010,28.26,100369.13,1003.69,0.00,,,,,0
read,482829,28.46,100840.61,1008.41,-39.55,0,-39.55,,,
read,483833,28.44,100841.49,1008.41,-39.63,0,-39.63,,,
read,484842,28.44,100841.83,1008.42,-39.65,0,-39.65,,,
read,485845,28.44,100841.34,1008.41,-39.61,0,-39.61,,,
read,486848,28.45,100841.59,1008.42,-39.63,0,-39.63,,,
read,487846,28.45,100841.73,1008.42,-39.65,0,-39.65,,,
read,488859,28.46,100841.77,1008.42,-39.65,0,-39.65,,,
read,489873,28.46,100841.56,1008.42,-39.63,0,-39.63,,,
read,490881,28.46,100841.39,1008.41,-39.62,0,-39.62,,,
read,491894,28.46,100841.19,1008.41,-39.60,0,-39.60,,,
read,492906,28.46,100841.45,1008.41,-39.62,0,-39.62,,,
read,493923,28.47,100841.48,1008.41,-39.62,0,-39.62,,,
read,494923,28.47,100841.55,1008.42,-39.63,0,-39.63,,,
read,495934,28.47,100841.41,1008.41,-39.62,0,-39.62,,,
read,496951,28.47,100841.86,1008.42,-39.66,0,-39.66,,,
