camera,marker_id,camera_frame_id,base_frame_id,count,mean_camera_x,mean_camera_y,mean_camera_z,std_camera_x,std_camera_y,std_camera_z,mean_base_x,mean_base_y,mean_base_z,std_base_x,std_base_y,std_base_z,min_base_x,max_base_x,min_base_y,max_base_y,min_base_z,max_base_z
rear,5,camera_rear_optical_link,base_link,50,-0.05109385611672302,0.013880127648791953,0.2280426787011771,0.0050625736508474045,0.0005263994039735121,0.0018322012452061918,-0.032329336032075634,-0.05109301841920458,0.1788154224956593,0.0014615938489793982,0.005062567344068996,0.0012238729562683275,-0.036138707174794144,-0.030457835765161922,-0.05888893563536035,-0.037396045148226344,0.17509108123568862,0.18022459606786778
rear,7,camera_rear_optical_link,base_link,43,-0.17308055279626047,0.022062440672443267,0.2936239525286515,0.017485896945342614,0.0027254519105656557,0.023645402662666487,0.023649776079873647,-0.17307947417518602,0.2139473383171517,0.02054927046124587,0.01748581438328305,0.012010975232824479,-0.013709826737776876,0.04552590111121965,-0.19940974865688546,-0.13449986309638612,0.1935926310332912,0.2281958419685675
rear,3,camera_rear_optical_link,base_link,48,0.03913039175368268,0.01189328073323058,0.2247118422289032,0.0051173169454280425,0.0004016753077753066,0.002581287499123736,-0.034508710718226816,0.03913121720864135,0.17560690766795153,0.0021963249065688434,0.005117324291340191,0.0014143796972591232,-0.03632342817086873,-0.020844379656286632,0.03180865235764657,0.056088201503136564,0.17374654181077823,0.1840698262842693
front,12,camera_front_optical_link,base_link,50,0.03211498397968256,-0.005065041154100514,0.22193993193408623,0.005557642963312953,0.00037023095904983747,0.0014342106886717871,0.4321455949506221,-0.032115799210424914,0.16824551135324445,0.0014290846565799048,0.005557647905954936,0.00038947832797725995,0.43086942740392337,0.43673238775398393,-0.04921224403318519,-0.024199034237700447,0.16763995860536968,0.16943252144636223
front,10,camera_front_optical_link,base_link,47,-0.06154019207891246,-0.006778928433582327,0.23040289794885238,0.005133961914450003,0.0003165947450306551,0.0029811900812771975,0.4390916591203504,0.06153934576130519,0.17337554242669037,0.002734712920691024,0.005133955819248659,0.0012284682982145378,0.4349621439424458,0.454881916478947,0.04292788657129067,0.06953414225132845,0.17112982478749422,0.18078554723645002
front,14,camera_front_optical_link,base_link,29,0.14242655512524552,-0.004247162100329218,0.2702155130415639,0.010626850940485108,0.0012146870314112773,0.009130305065573508,0.47624349179446857,-0.14242754768134355,0.18790605634192958,0.00850570950897119,0.010626876737970102,0.0035341608100074133,0.4570766178010286,0.49987656854046747,-0.16444727540116663,-0.12855065436803223,0.17971698452260204,0.1998320504991349
